ZIP,note
94707,"growing into power lines, crowded"
94708,"growing into power lines, crowded by overgrowth"
94707,"growing into power lines, crown raise"
94707,"growing into power lines, gardling route, marked for removal by city"
94707,"growing into power lines, heavy limbs over driveway"
94707,"growing into power lines, leaning toward road, trunk wound"
94707,"growing into power lines, needs raising"
94707,"growing into power lines, roots ground for sidewalk & curb"
94707,"growing into power lines, topped"
94708,"growing into power lines, topped"
94708,"growing into power lines, topped"
94707,"growing into power lines, topped, crowded"
94707,"growing into power lines, topped, road clearance"
94707,"growing into power lines, topped, root crown growing over curb, next to power pole"
94707,"growing into power lines, topped,maked for removal by the city"
94707,"growing into power lines, trunk cavity"
94707,"growing into power lines, under eucalyptus"
94707,"growing into power lines, uneven weight"
94708,"growing into power lines, uneven weight distribution, severed roots from sidewalk replacement"
94707,"growing into power lines, uneven weight, recently pruned"
94707,"growing into power pole, topped"
94708,growing into sign
94707,"growing into sign, deadwood"
94707,growing into stair wall
94708,"growing next bay tree, crowded, road clearance,"
94708,growing next to another oak & under large pine
94708,"growing next to another oak & under large pine, weight over road"
94708,"growing next to another oak, severe lean over road, growing into LV lines"
94707,growing next to camphor
94708,growing next to fence
94708,growing next to fence
94708,growing next to garage
94707,growing next to power pole
94708,growing next to power pole
94708,growing next to power pole
94707,growing next to power pole
94708,growing next to power pole
94707,growing next to power pole
94708,growing next to power pole
94708,growing next to power pole
94708,growing next to power pole
94707,growing next to power pole
94708,growing next to power pole
94708,growing next to power pole
94708,growing next to power pole
94708,growing next to power pole
94708,growing next to power pole
94708,growing next to power pole
94708,growing next to power pole
94708,"growing next to power pole, all weight downhill"
94708,"growing next to power pole, corrected lean"
94708,"growing next to power pole, trunk wound"
94707,"growing next to power pole, trunk wound, marked for removal by the city"
94708,growing next to sign
94708,growing next to sign
94708,growing next to wall
94708,"growing next to wall, recently pruned"
94708,"growing on one side, crowded, deadwood"
94707,growing out a stump
94708,"growing out off stump, on top off utility"
94704,growing out old roots
94704,"growing over concrete, suckers, crown is dead,"
94707,growing over curb
94708,growing over curb
94705,growing over curb & sidewalk
94705,"growing over curb & sidewalk , next to utility, corrected lean"
94705,"growing over curb & sidewalk, branch wounds, insect exit sites, uneven weight"
94705,"growing over curb & sidewalk, crowded"
94705,"growing over curb & sidewalk, moss, crown clean & thin, irregular trunk growth, crowded, decaying pruning cuts"
94705,"growing over curb & sidewalk, next to storm drain, deadwood & suckers"
94705,"growing over curb & sidewalk, next to utility, crowded"
94705,"growing over curb & sidewalk, next to water & gas lines & power pole, crown clean"
94707,"growing over curb & sidewalk, recently pruned"
94707,"growing over curb & sidewalk, suckers, deadwood"
94705,"growing over curb & sidewalk, topped, building clearance"
94705,"growing over curb & sidewalk, topped, next to power pole, uneven weight, light broken, light clearance"
94708,"growing over curb and sidewalk, deadwood, weight reduction"
94705,"growing over curb, branch cavity, deadwood, weight reduction, crowded, halfway topped"
94705,"growing over curb, crowded, topped"
94707,"growing over curb, crown raise, topped, next to utility"
94705,"growing over curb, deadwood in top, root wounds"
94708,"growing over curb, deadwood, weight reduction"
94705,"growing over curb, exposed roots, deadwood, building clearance, included bark, predominant leaders, road clearance"
94704,"growing over curb, included bark, suckers, between utilities"
94705,"growing over curb, lifting sidewalk, weight reduction, lifting up street paviment,"
94705,"growing over curb, next to sign, deadwood, weight reduction, next to utility"
94707,"growing over curb, next to utility"
94705,"growing over curb, partially topped, sucker growth, deadwood"
94708,"growing over curb, road clearance, deadwood,"
94705,"growing over curb, root wounds from repaving"
94705,"growing over curb, root wounds, competing leaders, topped, weight reduction, crowded,"
94705,"growing over curb, roots have been grind, next to utility, weight reduction, root wounds,"
94708,"growing over curb, roots have been grind, weight reduction, deadwood"
94705,"growing over curb, small deadwood, decaying pruning cuts, voluteers growing in base crotch"
94708,"growing over curb, topped, deadwood, weight reduction, crowded"
94709,"growing over driveway, branch failures, endweight reduction"
94707,"growing over property, crowded, uneven weight"
94707,"growing over property, crown clean & thin, next to path, under bay"
94705,"growing over property, uneven weight, crown clean & thin, crowded, breaking curb"
94705,growing over road
94705,growing over road
94705,growing over road
94703,growing over road
94707,growing over road
94708,"growing over road, crowded"
94704,"growing over road, crowded suckers, roots growing over curb"
94708,"growing over road, crowded, crown dieback, ivy growing up trunk"
94705,"growing over road, crowded, uneven growth, root wounds"
94705,"growing over road, crowded, uneven weight, crown thin"
94705,"growing over road, crowded, uneven weight, under cedar, large trunk & branch wounds, hit by vehicles repeatedly"
94705,"growing over road, crown dieback"
94708,"growing over road, crown dieback, road clearance"
94708,"growing over road, crown dieback, trunk wounds, hit by vehicles"
94704,"growing over road, crown dieback, watersprouts, growing over grate, next to light pole, light pole clearance, holiday lights"
94708,"growing over road, deadwood, crown dieback, crowded, ivy growing up trunk, pushing against LV lines"
94705,"growing over road, endweight reduction"
94708,"growing over road, high crown, was crowded, large eucalyptus removed"
94707,"growing over road, hit by trucks, crowded, broken branches"
94708,"growing over road, ivy growing up trunk, crowded, weight reduction"
94708,"growing over road, large limb removed at base, road clearance"
94708,"growing over road, poor structure, uneven weight"
94708,"growing over road, poor structure, uneven weight"
94707,"growing over road, recently pruned"
94707,"growing over road, recently pruned, uneven weight, ivy growing up trunk"
94709,"growing over road, road clearance"
94704,"growing over road, road clearance, crowded"
94708,"growing over road, road clearance, sapsucker damage, crowded, under pine"
94705,"growing over road, severe lean towards road, under sycamore, crowded"
94704,"growing over road, severely uneven weight, weight redection over road, topped"
94708,"growing over road, slight lean, crowded"
94703,"growing over road, small deadwood, branch wound"
94703,"growing over road, suckers, next to utilities"
94705,"growing over road, trunk wound, crossed branches, crown clean & thin"
94704,"growing over road, trunk wounds, next to storm drain, crown clean"
94705,"growing over road, under camphor, watersprouts"
94708,"growing over road, under cedar, road clearance, weight reduction"
94708,"growing over road, under eucalyptus"
94708,"growing over road, under eucalyptus"
94708,"growing over road, under eucalyptus, uneven weight"
94708,"growing over road, under pine, hit by trucks, road clearance"
94705,"growing over road, under pine, road clearance, crowded"
94708,"growing over road, uneven weight"
94705,"growing over road, uneven weight,"
94707,"growing over road, uneven weight, crowded, topped, suckers, massive trunk wound from branch failure"
94704,"growing over road, uneven weight, trunk wounds, hit by vehicles"
94705,"growing over sidewalk & curb, next to hydrant"
94707,"growing over sidewalk, 3-6"" deadwood over road"
94705,"growing over sidewalk, bleeding cancker, trunk wound, dieback, weight reduction"
94705,"growing over sidewalk, crowded,"
94707,"growing over sidewalk, crown raise, sidewalk & road clearance"
94705,"growing over sidewalk, deadwood, end weight reduction, partially topped, exposed roots, sucker growth"
94707,"growing over sidewalk, deadwood, tip dieback"
94705,"growing over sidewalk, girdling root, power pole anchor making contact with trunk,"
94708,"growing over sidewalk, growing over curb, topped, weight reduction, deadwood, next to power pole, light signal clearance,"
94708,"growing over sidewalk, lean over property, topped"
94705,"growing over sidewalk, multiple large twisting cracked dead branches over sidewalk"
94708,"growing over sidewalk, next to power pole, topped, trunk cavity"
94705,"growing over sidewalk, old large branch failure, crown dieback"
94705,"growing over sidewalk, poor structure"
94707,"growing over sidewalk, sidewalk cracked, trunk cavity, topped, deadwood"
94709,"growing over sidewalk, topped, crowded, road clearance, next to utility, witch's broom, deadwood, weight reduction, braking curb, low voltage cable around branches,"
94707,"growing over sidewalk, topped, included bark, poor structure"
94705,"growing over sidewalk, topped, poor structure, bad pruning cuts"
94705,"growing over sidewalk, topped, uneven weight, deadwood"
94705,"growing over sidewalk, uneven weight"
94705,"growing over sidewalk, weight reduction, deadwood, topped, competing leaders, road clearance"
94708,"growing over sidewalk, weight reduction, previously topped, roots have been grind,deadwood"
94707,growing over the road
94707,"growing over the road, competing leaders, hit by trucks repeatedly"
94707,"growing over the road, crowded, hit by trucks"
94707,"growing over the road, trunk wound, crown dieback"
94707,"growing over the sidewalk, 1 branch ramains."
94708,growing over/into house
94708,growing over/into house
94708,growing over/into house
94708,"growing over/into house, construction up to trunk"
94708,"growing over/into house, gall-like growths at base"
94708,growing right next to cypress
94702,"growing sideways beneath other pittos, suckers , ivy on trunk"
94707,"growing through curb & road, trunk wounds & large limbs removed"
94707,"growing through curb, sign clearance, large branch wound"
94707,"growing through curb, trunk & limb wounds, large limbs removed, next to power pole"
94708,growing through fence
94708,growing through oak crown
94708,"growing towards building, building clearance, deadwood"
94709,growing towards property
94703,"growing towards property, recently pruned, uneven weight"
94709,"growing towards property, uneven weight"
94705,"growing towards property, uneven weight, root wounds"
94708,growing towards road
94708,"growing towards road, crowded"
94705,"growing towards road, remove bamboo stake from leader"
94704,"growing towards road, small trunk wound"
94708,"growing towards road, under eucalyptus"
94705,"growing towards road, uneven weight, topped"
94705,"growing towards road, uneven weight, watersprouts, road clearance"
94707,growing towards the road
94707,growing under large cedar
94708,"growing under oak, planted on top of retaining wall"
94708,"growing under redwood, leaning over road"
94707,growndcover
94704,growrowing over road
94707,"growth from stump, next to power pole anchor"
94706,"gummosis, chlorotic, crown dieback, next to sewer cleanout"
94706,"gummosis, next to drain line, between driveways, slight lean towards property, crown dieback, bad prunning cuts, suckers"
94707,"half crown broken off,"
94707,"half crown dead,"
94704,"half crown dead, included bark, topped, deadwood,"
94709,"half crown dead, large trunk wounds, cracked & split trunk @ base"
94703,"half crown dead, topped, predominant leaders, building clearance, large deadwood,"
94707,"half crown dead, trunk scratched"
94706,half crown dieback
94703,"half crown dieback, root wounds from repaving"
94703,"half crown recently died, large decaying trunk & branch wound"
94707,half crown remaining
94708,"half crown thin, uneven growth, under cedar, road clearance"
94707,"half crown topped, slight lean over driveway"
94707,"half dead, crown dieback, crowded, leaning over road"
94707,half foliage chlorotic
94707,half topped
94707,"half topped, next to power pole, 5"" stub,"
94707,"half topped, uneven weight, crowded, trunk wound, deadwood, road clearance"
94708,"half tree dead, recently pruned, deadwood, suckers lichen, bad pruning cuts"
94708,"halfway topped, weight reduction, uneven weight, road clearance,"
94705,"halfway topped, weight reduction, uneven weight, road clearance, deadwood, lean over property, crowded"
94709,"handrail screwed to trunk, crowded, uneven weight, small deadwood"
94707,"hanger over the road, root wound,suckers, topped, weight reduction, deadwood"
94703,"hanger, breaking curb, crossed branches, crown clean & thin"
94710,"hanger, deadwood , sooty mold"
94705,"hanger, included bark, competing leaders, breaking burb, large root wounds"
94702,"hanger, root crown wounds from lawn maintenance, crowded"
94707,"hanger, suckers, deadwood, trunk burls, next to storm drain"
94704,"hanger, topped, crown clean thin"
94702,hangers
94710,"hangers , deadwood , crown clean thin"
94707,"hangers, big deadwood on canopy"
94708,"hangers, deadwood, heavy limbs over road"
94707,"hangers, headed back"
94709,"hangers, in playground"
94708,"hangers, ivy on trunk, almost dead,"
94710,"hangers, next to driveway"
94707,"hanging over neighbors' yard, crown clean thin"
94707,has been hit by trucks
94707,"has been hit by trucks, moved the sing"
94707,"has been hit by trucks, road clearance, growing into power lines, crowded"
94707,"has been hit by trucks, road clearance, leaning toward the road"
94710,"havy lean over path, crown clean thin"
94703,headed back
94704,headed back
94703,headed back
94707,headed back
94705,"headed back, 10' x 3.5' of solid surface root, roots cut,"
94703,"headed back, bad pruning cuts"
94709,"headed back, bowed crown, crowded"
94704,"headed back, building clearance, bad pruning cuts"
94710,"headed back, callousing trunk wound, suckers, decaying pruning cuts,"
94710,"headed back, callousing trunk wounds, hit by vehicle, uneven weight, suckers, slight lean towards property"
94703,"headed back, competing leaders"
94703,"headed back, competing leaders, breaking curb, between utilities"
94702,"headed back, crossed branches"
94702,"headed back, crossed branches"
94702,"headed back, crossed branches"
94707,"headed back, crowded"
94710,"headed back, crowded, suckers, witch's broom"
94702,"headed back, crowded, witch's broom, plastic trunk guard"
94702,"headed back, curved trunk"
94707,"headed back, deadwood"
94707,"headed back, deadwood, suckers, large limbs removed, trunk cavity, trunk galls, dead cambium, borer exit sites"
94707,"headed back, endweight reduction, hanger over sidewalk, suckers, crown clean & thin"
94703,"headed back, included bark, suckers"
94706,"headed back, large limbs removed, crowded, deadwood"
94707,"headed back, light clearance, stub over property, partially topped, next to utility"
94707,"headed back, next to power pole, deadwood, suckers, topped, in decline"
94704,"headed back, sooty mold,slight lean towards property"
94704,"headed back, suckers"
94704,"headed back, suckers, crossed branches"
94707,"headed back, suckers, crowded"
94710,"headed back, suckers, crowded"
94705,"headed back, suckers, crowded, trunk cavity"
94709,"headed back, suckers, crown clean & thin"
94703,"headed back, suckers, large trunk scar, sidewalk & road clearance"
94709,"headed back, suckers, next to power pole anchor, crowded"
94704,"headed back, suckers, sooty mold, between utilities"
94702,"headed back, suckers, uneven weight, slight lean towards road"
94710,"headed back, suckers, witch's broom, uneven weight, crown clean & thin"
94702,"headed back, top heavy, crown clean & thin, crowded, next to utilities"
94709,"headed back, topped, branch wounds, bad prunning cuts"
94707,"headed back, trunk burls, crowded"
94707,"headed back, trunk burls, deadwood"
94707,"headed back, trunk burls, root wounds from repaving, suckers, deadwood, hangers"
94707,"headed back, trunk burls, suckers"
94703,"headed back, trunk wounds, hit by vehicles, crowded, suckers, large branch failure"
94703,"headed back, uneven weight"
94707,"headed back, uneven weight, red reflectors nailed to trunk, suckers, curb missing"
94710,"headed back, uneven weight, suckers, deadwood"
94704,"headed back, uneven weight, witch's broom"
94708,"heaily topped, growing next to power pole"
94703,"heavily bleeding trunk canker, sapsucker damage, lean over road, crowded"
94703,"heavily burled trunk , large cavity at base of trunk , dieback"
94703,"heavily burled trunk, next to utility , tip dieback"
94702,"heavily headed back, lean towards property"
94707,"heavily headed back, suckers"
94708,heavily pruned & tipped
94708,heavily tipped back
94708,heavily topped
94708,heavily topped
94708,heavily topped
94708,heavily topped
94708,heavily topped
94706,"heavily topped & headed back, witch's broom, leaf blister, codominant leaders, stubs"
94702,"heavily topped stump w/suckers, next to utility"
94707,"heavily topped,"
94707,"heavily topped, bad pruning cuts, branch wound"
94703,"heavily topped, corrected lean"
94707,"heavily topped, cracked limbs, sloughing bark on trunk w/dead cambium"
94704,"heavily topped, crowded, large trunk cavity"
94703,"heavily topped, crown dieback, bad prunning cuts"
94703,"heavily topped, grafted"
94708,"heavily topped, growing next to power pole"
94708,"heavily topped, next to power pole"
94707,"heavily topped, next to power pole, excessive sucker growth,"
94703,"heavily topped, next to power pole, suckers, watersprouts"
94707,"heavily topped, next to sewer cleanout, trunk cavity"
94707,"heavily topped, next to water line"
94704,"heavily topped, one sucker"
94703,"heavily topped, recently pruned, large limbs removed, crowded"
94703,"heavily topped, root crown decay, scaffolds removed"
94708,"heavily topped, slight lean over road"
94707,"heavily topped, suckers"
94702,"heavily topped, suckers, decaying pruning cuts, next to utility, dead branch cambium & sapwood, sloughing bark, bird nest hole"
94709,"heavily topped, suckers, included bark, trunk & branch decay"
94710,"heavily topped, suckers, slight lean towards road"
94707,"heavily topped, weight reduction, next to power pole"
94703,"heavily topped, witch's broom"
94708,"heavily topped, wood stacked at base"
94707,"heavy lateral limb , deadwood over clubhouse, cracking bark"
94705,"heavy lateral limb , recently pruned , path clearance"
94710,"heavy lateral limb - endweight reduction , crown clean thin , building clearance , under utility pole anchor"
94710,"heavy lateral limb - reduce endweight , broken branches , deadwood , near picnic area"
94709,"heavy lateral limb over lawn should be removed, deadwood , crown clean thin"
94707,"heavy lateral limbs, deadwood , next to clubhouse"
94710,"heavy lean , deadwood , crowded"
94708,heavy lean over road
94710,"heavy lean over road , deadwood over path , dieback , trunk wounds"
94708,heavy limb leaning over road
94705,"heavy limb over Claremont Ave, building clearance, root wounds, breaking curb & sidewalk"
94708,heavy limb over road
94703,"heavy limb over road, endweight reduction, crowded, crossed branches"
94704,"heavy limb over road, road clearance, endweight reduction, included bark"
94705,"heavy limb over road, root wounds & cavity"
94705,"heavy limb over scholl playground, endweight reduction, crown dieback, uneven weight"
94708,"heavy limbs over house, deadwood"
94708,heavy limbs over road
94703,"heavy limbs over road, branch wounds, hit by vehicles, crowded, uneven weight, breaking curb"
94708,"heavy limbs over road, couple large watersprouts"
94708,heavy limbs w/weak attachments over road
94703,"heavy limbs, deadwood, suckers, holiday lights, crown clean & thin, endweight reduction"
94709,hedged
94708,hedged
94708,hedged
94705,hedged
94708,hedged
94707,hedged & sheared by property owner
94707,hedged & sheared by property owner
94705,hedged back
94705,hedged back
94705,"hedged, crowded"
94707,hedgerow
94707,hedgerow
94707,hedgerow
94707,hedgerow
94710,"high canopy , crowded"
94710,"high canopy , crowded"
94710,"high canopy , deadwood"
94710,"high canopy, deadwood over path"
94703,high crown
94708,"high crown, crowded"
94708,"high crown, crowded"
94708,"high crown, crowded"
94704,"high crown, crowded"
94708,"high crown, crowded, corrected lean"
94708,"hillside above benches, covered in ivy, crowded"
94707,"hillside above benches, crowded, suckers, included bark"
94707,"hillside above benches, crowded, uneven weight, suckers"
94708,"hillside above path, crowded, lean towards path, crown dieback, deadwood, trunk cavity w/standing water, bleeding cankers, crown clean"
94708,"hillside above trash, crowded, under sequoia"
94708,"hillside between paths, included bark, sapsucker damage, over bench, branch carving"
94708,"hillside next to stairs & above tunnel, deadwood, crown clean, crown dieback"
94708,"hit by cars, ivy on trunk, growing over curb, toppled, next to power pole"
94708,"hit by truck trucks, trunk wound"
94705,"hit by truck, branch wound, deadwood, uneven weight, weight reduction, exposed roots, light clearance"
94707,"hit by truck, deadwood"
94707,"hit by truck, road clearance, next to water line, road clearance"
94709,"hit by truck, uneven weight, road clearance,"
94709,hit by trucks
94707,hit by trucks
94708,hit by trucks
94707,hit by trucks numerous times
94707,"hit by trucks repeatedly,"
94707,"hit by trucks repeatedly, growing over the road, crowded, needs  road clearance"
94707,"hit by trucks repeatedly, large deadwood over road & sidewalk"
94708,"hit by trucks repeatedly, road clearance,  branch woods,"
94707,"hit by trucks repeatedly, sapp sucker damage, crossed branches, next to utility boxes"
94707,"hit by trucks repeatedly, uneven growth, topped, crown dieback"
94707,"hit by trucks repeatedly,needs road clearance, crowded"
94707,"hit by trucks,"
94708,"hit by trucks, bad pruning cut at base, crowded"
94708,"hit by trucks, branch failure, branch wound, bad pruning cuts, lean over road, crowded"
94709,"hit by trucks, branch wound, broken branch, included bark, next to utility"
94708,"hit by trucks, branch wound, lean over road, uneven weight, crowded,next to utility, road clearance"
94707,"hit by trucks, branch wound, root wounds, next to utility, insects trap"
94708,"hit by trucks, branch wound, trunk wound, big pruning cuts, road clearance, weight reduction, uneven weight, next to utility"
94708,"hit by trucks, branch wounds, crowded, trunk cavity,"
94707,"hit by trucks, branch wounds, crowded, trunk wound"
94708,"hit by trucks, branch wounds, deadwood, next to power pole, crowded, slight lean, crossed branches"
94705,"hit by trucks, branch wounds, deadwood, topped, bad pruning cuts, exposed roots, root wounds, building clearance, next to sign,"
94707,"hit by trucks, branch wounds, included bark, crowded, next to power pole, topped"
94707,"hit by trucks, branch wounds, next to utility, topped, root wound"
94708,"hit by trucks, broken branches, deadwood, crowded, roots, ivy on trunk, uneven weight"
94708,"hit by trucks, broken branches, poor structure, waterspraugh, crossed branches, deadwood"
94708,"hit by trucks, competing leaders, trunk scratched, branch wound, road clearance, lean over road"
94707,"hit by trucks, crossed branches, lean over road"
94707,"hit by trucks, crowded"
94707,"hit by trucks, deadwood"
94707,"hit by trucks, deadwood, bad pruning cuts, 4'' deadwood over sidewalk"
94707,"hit by trucks, deadwood, next to light"
94704,"hit by trucks, exposed roots, branch wounds,crown clean and thin, end weight reduction,"
94708,"hit by trucks, growing over road"
94707,"hit by trucks, large branch failure, branch wounds, deadwood"
94705,"hit by trucks, large branch wound, road clearance, lean over road, aphids,"
94708,"hit by trucks, large trunk wound, lean over road, cantact with power cables, deadwood,"
94708,"hit by trucks, lean over road, crowded"
94708,"hit by trucks, lean over road, trunk wounds, deadwood, severe lean over road, large branch wound, crowded,"
94707,"hit by trucks, next to utility box, branch wound"
94708,"hit by trucks, road clearance, branch attachment compromised"
94708,"hit by trucks, road clearance, crowded, deadwood, ivy on trunk,"
94708,"hit by trucks, road clearance, trunk cavity, deadwood, crossed branches,"
94707,"hit by trucks, uneven weight  road clearance,branch failure, sidewalk clearance"
94707,"hit by trucks, uneven weight, sidewalk clearance"
94705,"hit by trunk, branch wounds, weight reduction, next to power pole, included bark,"
94705,"hit by trunk, trunk wound, next to sign, bad pruning cuts, tip dieback,"
94708,"hit by vehicles, branch failures, corrected lean"
94703,"hit by vehicles, next to utility, large decaying trunk wound, borer exit sites, lean towards road, crown dieback, crossed branches, reduced"
94710,"hit by vehicles, road clearance, sooty mold"
94704,hole in trunk around 25'
94709,holiday lights
94709,holiday lights
94703,holiday lights
94709,holiday lights
94704,holiday lights
94704,holiday lights
94710,holiday lights & decorations
94710,holiday lights & decorations next to sign
94704,"holiday lights & decorations, suckers, crossed branches, light clearance"
94704,"holiday lights on scaffolding, crossed branches, suckers, slight lean towards road, large trunk wound"
94709,"holiday lights, between utilities, branch failure"
94709,"holiday lights, branch failure"
94704,"holiday lights, branch wounds, hit by trucks, light clearance"
94709,"holiday lights, branch wounds, hit by trucks, trunk carving"
94709,"holiday lights, branch wounds, hit by vehicles"
94709,"holiday lights, broken branches, sign clearance"
94704,"holiday lights, building & road clearance, crown clean & thin, branch failure, uneven weight"
94704,"holiday lights, building clearance, crowded"
94709,"holiday lights, building clearance, uneven weight"
94710,"holiday lights, cocoons below branch unions"
94709,"holiday lights, codominant leaders, building clearance"
94709,"holiday lights, competing leaders"
94709,"holiday lights, competing leaders, sooty mold"
94710,"holiday lights, crowded, cocoons below branch unions"
94703,"holiday lights, crowded, large branch failure"
94710,"holiday lights, crowded, uneven weight, slight lean, crown clean & thin, building clearance, trunk wound, hit by vehicles"
94709,"holiday lights, deadwood"
94709,"holiday lights, deadwood"
94709,"holiday lights, graffiti, tent catarpillar cocoons"
94704,"holiday lights, next to utility"
94710,"holiday lights, possible phytopthora staining at base, crowded"
94704,"holiday lights, scaffold removed"
94710,"holiday lights, sign clearance"
94704,"holiday lights, slight lean towards property, suckers, sign clearance"
94709,"holiday lights, sooty mold"
94709,"holiday lights, sooty mold"
94709,"holiday lights, sooty mold"
94709,"holiday lights, sooty mold"
94709,"holiday lights, sooty mold"
94709,"holiday lights, sooty mold, building clearance, crown clean, thin & raise"
94709,"holiday lights, sooty mold, corrected lean"
94710,"holiday lights, sooty mold, crown clean & thin, slight lean"
94709,"holiday lights, sooty mold, large callousing trunk wound"
94704,"holiday lights, suckers, crossed branches"
94703,"holiday lights, suckers, sidewalk clearance"
94709,"holiday lights, suckers, sooty mold, small deadwood"
94709,"holiday lights, suckers, uneven weight, codominant leaders"
94704,"holiday lights, trunk tape, sooty mold, building clearance"
94709,"holiday lights, trunk wound"
94709,"holiday lights, uneven weight"
94709,"holiday lights, uneven weight"
94704,"holiday lights, uneven weight"
94704,"holiday lights, uneven weight, crossed branches"
94704,"holiday lights, uneven weight, next to utilities, crossed branches, branch failure"
94702,"holiday lights, uneven weight, sidewalk clearance"
94702,holiday ornaments
94710,homeowner has been maintaining sidewalk clearance
94702,"homeowner requests that it be removed , deadwood , sooty mold"
94707,horizontal crown growth
94708,horizontal growth beneath oak
94710,"horizontal stem, stubs"
94710,"horizontal stems, crowded"
94703,house drop directly above
94702,"house drop hooked on branch, nextext to utility"
94707,"huge trunk cavity, branch wounds, hit by trucks, hit by cars, windshield glass at base, leaning, uneven weight, reflectors on trunk"
94702,ice plant
94702,ice plant
94703,"in community garden, crowded, uneven weight, suckers, crossed branches, recently pruned"
94703,"in community garden, trunk burls, crowded, included bark, suckers, crossed branches, building clearance"
94702,"in courtyard , trunk wound from stake"
94702,in decline
94707,in decline
94708,in decline
94703,in decline
94707,in decline
94708,in decline
94708,in decline
94708,in decline
94707,in decline
94707,in decline
94707,in decline
94708,in decline
94707,in decline
94707,in decline
94708,in decline
94707,in decline
94707,in decline
94702,in decline
94707,in decline
94708,"in decline , cavity in trunk @ 6'"
94708,"in decline , growing next to power pole , cavity in large limb, cavity on trunk"
94704,"in decline crown dieback, deadwood, sooty mold, crown gall, branch wounds, hit by vehicles"
94707,"in decline,"
94705,"in decline, 8"" deadwood over sidewalk & property, ivy growing up trunk"
94702,"in decline, almost dead"
94702,"in decline, almost dead"
94702,"in decline, almost dead, root crown wounds from lawn maintenance"
94703,"in decline, almost dead, root crown wounds from lawn maintenance"
94702,"in decline, at base of power pole, uncorrected lean, crown dieback, trunk burls"
94703,"in decline, bad pruning cuts, stubs, included bark, slight lean"
94703,"in decline, bad pruning cuts, stubs, included bark, topped, suckers, conks"
94703,"in decline, between utilities, drill holes in trunk, large trunk wounds, crown dieback, sooty mold"
94703,"in decline, bowed trunk, crowded, branch failure, included bark, deadwood, crown dieback"
94703,"in decline, branch failure, crown dieback"
94708,"in decline, branch failure, sapsucker damage, crown dieback, included bark, 5"" deadwood over road"
94707,"in decline, branch wounds, hit by trucks, suckers, deadwood, uneven weight"
94707,"in decline, cavities in pruning cuts"
94703,"in decline, corrected lean, trunk decay"
94705,"in decline, crowded, breaking curb"
94708,"in decline, crowded, crown dieback"
94702,"in decline, crowded, crown dieback, next to sewer cleanout, suckers, deadwood"
94707,"in decline, crowded, large deadwood, decaying pruning cuts, trunk burls,"
94704,"in decline, crowded, partially topped"
94702,"in decline, crowded, root wounds, crown dieback, suckers, deadwood"
94707,"in decline, crowded, uncorrected lean, crown dieback, recently pruned, crown gall"
94702,"in decline, crowded, under sweet gum, uneven weight, crown dieback, root wounds, chlorotic"
94702,"in decline, crowded, uneven weight, breaking curb, next to utility"
94705,"in decline, crowded, uneven weight, trunk galls"
94704,"in decline, crown dieback"
94704,"in decline, crown dieback"
94707,"in decline, crown dieback"
94705,"in decline, crown dieback"
94703,"in decline, crown dieback"
94703,"in decline, crown dieback"
94702,"in decline, crown dieback, almost dead"
94705,"in decline, crown dieback, competing leaders, crown gall, small deadwood, next to utility, chlorotic"
94703,"in decline, crown dieback, crossed branches"
94704,"in decline, crown dieback, crowded, girdling roots"
94706,"in decline, crown dieback, crowded, growing over curb, deadwood, roots cut from repaving, deadwood"
94703,"in decline, crown dieback, crowded, large deadwood"
94703,"in decline, crown dieback, crowded, large limbs removed, uneven weight"
94702,"in decline, crown dieback, crowded, suckers, root wounds from repaving, headed back"
94702,"in decline, crown dieback, crowded, suckers, watersprouts, uneven weight"
94707,"in decline, crown dieback, dead cambium, suckers, crossed branches, included bark, corrected lean"
94702,"in decline, crown dieback, dead trunk cambium, trunk wounds, deadwood"
94702,"in decline, crown dieback, deadwood"
94703,"in decline, crown dieback, deadwood, between driveways, crowded"
94703,"in decline, crown dieback, deadwood, chlorotic, crowded"
94704,"in decline, crown dieback, deadwood, exstensive trunk decay, next to utility"
94705,"in decline, crown dieback, deadwood, included bark, next to sewer cleanout"
94707,"in decline, crown dieback, deadwood, lifting curb"
94703,"in decline, crown dieback, deadwood, light clearance, root crown wounds"
94709,"in decline, crown dieback, deadwood, next to sewer cleanout, included bark, exstensive trunk decay"
94703,"in decline, crown dieback, deadwood, suckers, trunk wound"
94707,"in decline, crown dieback, deadwood, suckers, uneven weight"
94703,"in decline, crown dieback, deadwood, trunk wound"
94703,"in decline, crown dieback, deadwood,mcrowded, roots cut from repaving, suckers"
94705,"in decline, crown dieback, grafted, root wounds, uneven weight"
94702,"in decline, crown dieback, included bark, decaying pruning cuts, suckers"
94707,"in decline, crown dieback, large limbs removed, exstensive trunk decay, dead cambium"
94704,"in decline, crown dieback, large trunk wound, deadwood"
94702,"in decline, crown dieback, large trunk wounds"
94705,"in decline, crown dieback, leaf blister"
94702,"in decline, crown dieback, next to drain line, crown clean, roots cut from repaving"
94703,"in decline, crown dieback, next to sewer cleanout, slight lean,"
94703,"in decline, crown dieback, next to sign, headed back, witch's broom, suckers, trunk wounds"
94709,"in decline, crown dieback, next to utility, decaying root wounds, crossed branches, uneven weight"
94704,"in decline, crown dieback, next to utility, root crown wounds"
94702,"in decline, crown dieback, root crown wounds, deadwood, uneven weight"
